body_type,drinks,drugs,height,income,orientation,sex,smokes,status,record,new_sign,new_religion,age
7,3,2,70,-1.0,3,2,1,1,10968,9,4,20.0
6,3,1,64,-1.0,1,2,1,1,10969,12,6,25.0
4,3,1,68,-1.0,1,1,1,1,10984,6,4,24.0
3,3,1,73,100000.0,1,1,2,1,10987,9,9,33.0
6,2,2,72,40000.0,4,1,1,1,10996,11,2,27.0
7,3,1,69,-1.0,1,1,1,1,10999,9,4,31.0
3,3,1,65,-1.0,1,2,1,1,11002,1,1,22.0
3,3,1,67,-1.0,1,1,3,1,11003,7,9,30.0
4,3,1,71,100000.0,1,1,1,1,11004,9,4,40.0
3,3,1,72,-1.0,1,1,1,1,11008,2,9,28.0
3,3,1,72,-1.0,1,1,1,1,11009,2,9,28.0
6,3,2,72,20000.0,1,1,3,1,11010,1,1,22.0
6,3,1,67,-1.0,4,2,1,1,11011,9,9,41.0
6,3,1,64,40000.0,4,1,2,1,11012,3,4,29.0
9,4,2,62,-1.0,1,2,5,1,11014,11,2,30.0
4,3,1,71,-1.0,1,1,1,1,11015,4,3,25.0
4,3,2,72,-1.0,1,1,3,1,11016,8,1,41.0
3,3,1,63,-1.0,1,2,1,1,11018,10,4,42.0
3,2,1,72,40000.0,1,1,1,1,11019,6,3,34.0
3,3,1,65,-1.0,1,2,1,1,11023,6,4,40.0
6,3,1,70,20000.0,1,1,1,1,11024,5,1,30.0
6,4,2,66,40000.0,1,1,5,1,11025,1,2,33.0
6,3,1,65,40000.0,1,1,4,1,11026,11,3,30.0
3,3,1,73,-1.0,4,1,5,1,11027,1,5,23.0
4,3,1,70,-1.0,1,1,1,1,11028,1,9,25.0
7,3,1,73,-1.0,1,1,1,1,11033,3,2,40.0
3,3,1,63,-1.0,1,2,1,1,11038,12,1,24.0
4,3,1,70,100000.0,1,1,1,1,11039,9,3,29.0
6,3,1,68,20000.0,1,2,1,1,11042,8,2,25.0
3,3,1,68,-1.0,4,1,1,1,11043,6,1,45.0
6,3,1,65,-1.0,1,2,1,1,11044,10,1,37.0
6,1,1,70,-1.0,1,1,1,1,11045,4,5,35.0
3,4,1,63,-1.0,1,2,1,1,11048,12,9,37.0
7,3,2,73,-1.0,1,1,1,1,11053,12,9,19.0
4,4,1,68,-1.0,1,1,1,1,11058,12,1,35.0
3,3,1,69,20000.0,1,1,1,1,11059,12,1,19.0
3,3,1,66,-1.0,1,2,1,1,11060,4,6,27.0
9,4,2,66,-1.0,1,2,1,1,11064,12,4,26.0
3,4,2,72,-1.0,1,1,5,1,11066,1,1,35.0
6,4,1,63,-1.0,1,2,1,1,11068,10,1,29.0
10,2,1,62,-1.0,1,2,1,1,11070,7,4,29.0
9,3,1,67,-1.0,3,2,1,1,11075,7,2,28.0
6,3,1,64,-1.0,1,2,1,1,11080,6,3,42.0
9,3,1,64,-1.0,1,2,2,1,11082,12,2,22.0
6,3,1,67,-1.0,1,1,1,1,11084,7,1,24.0
6,1,1,65,-1.0,1,2,1,1,11086,4,4,37.0
9,2,1,62,-1.0,1,2,1,1,11088,10,9,24.0
10,3,1,66,-1.0,1,2,3,1,11090,8,2,27.0
6,3,1,64,-1.0,1,2,1,1,11091,8,6,60.0
2,3,1,66,-1.0,1,2,1,1,11094,10,4,22.0
4,2,1,74,-1.0,1,1,1,1,11096,7,1,33.0
2,3,1,64,-1.0,1,2,1,1,11098,11,1,22.0
9,4,2,63,-1.0,1,2,5,1,11099,9,2,23.0
3,3,1,62,80000.0,1,2,1,1,11101,9,1,33.0
4,3,1,72,-1.0,1,1,1,1,11104,12,1,31.0
4,3,1,64,-1.0,1,1,1,1,11107,3,9,52.0
4,3,1,73,100000.0,1,1,1,1,11108,10,2,29.0
7,3,1,62,60000.0,1,2,1,1,11112,5,9,51.0
4,3,1,71,150000.0,1,1,1,1,11113,11,4,58.0
3,3,1,68,60000.0,1,1,1,1,11114,2,3,62.0
6,2,1,74,20000.0,1,1,1,1,11115,2,9,57.0
6,4,2,70,-1.0,1,1,3,1,11116,4,3,21.0
9,3,1,66,-1.0,1,2,1,1,11129,4,3,37.0
3,3,1,71,-1.0,1,1,1,1,11133,7,9,52.0
9,3,1,62,-1.0,1,2,1,1,11135,6,4,31.0
6,3,2,68,-1.0,1,1,5,1,11138,3,1,38.0
7,3,1,65,-1.0,1,2,1,1,11139,3,3,33.0
4,3,1,74,80000.0,1,1,1,1,11150,6,9,26.0
4,3,1,69,-1.0,1,1,1,1,11151,4,3,28.0
3,3,1,68,100000.0,1,1,1,1,11152,3,2,27.0
7,1,1,70,50000.0,1,1,1,1,11155,9,2,50.0
3,3,1,69,30000.0,1,1,1,1,11156,9,4,29.0
6,3,1,71,-1.0,1,1,2,1,11157,1,1,57.0
6,3,1,71,100000.0,1,1,1,1,11158,8,5,55.0
6,2,1,62,-1.0,1,2,1,1,11162,5,9,59.0
4,3,1,71,30000.0,1,1,5,1,11164,11,3,36.0
7,2,1,70,-1.0,1,1,1,1,11167,8,2,23.0
6,3,1,74,-1.0,1,1,1,1,11168,10,2,29.0
2,2,1,60,-1.0,1,2,1,1,11174,8,1,30.0
3,3,1,66,1000000.0,1,2,1,1,11176,4,6,32.0
3,3,1,62,-1.0,1,2,1,1,11177,9,1,27.0
6,3,1,69,30000.0,1,1,1,4,11182,4,3,30.0
6,3,1,76,-1.0,1,1,1,1,11183,6,4,30.0
3,2,1,70,-1.0,3,1,1,3,11184,1,5,35.0
7,3,1,66,-1.0,1,2,1,1,11186,1,7,27.0
10,2,1,64,-1.0,1,2,1,1,11189,6,3,59.0
3,3,1,67,40000.0,1,1,1,4,11190,6,5,26.0
6,3,2,72,-1.0,1,1,1,1,11197,4,4,25.0
3,2,1,70,-1.0,1,1,1,1,11199,6,3,38.0
6,2,1,67,-1.0,1,2,3,1,11200,8,9,39.0
3,3,1,67,-1.0,1,1,1,1,11204,1,5,32.0
3,3,1,68,-1.0,4,1,1,1,11205,6,4,63.0
7,3,1,73,-1.0,1,1,1,1,11206,8,9,29.0
4,3,1,72,-1.0,1,1,1,1,11207,3,6,27.0
1,3,2,74,-1.0,1,1,3,1,11208,10,4,39.0
10,3,2,67,-1.0,4,1,1,1,11214,1,9,24.0
7,3,2,65,40000.0,1,1,1,1,11215,7,9,29.0
3,3,2,71,100000.0,1,1,1,1,11216,1,9,31.0
3,3,1,65,-1.0,1,2,1,1,11218,7,2,28.0
4,3,1,72,-1.0,1,1,1,1,11220,6,2,30.0
2,3,1,70,-1.0,1,2,1,1,11222,7,1,34.0
6,3,1,69,40000.0,1,1,1,1,11226,5,1,31.0
4,3,1,67,-1.0,1,1,1,1,11234,3,5,41.0
6,1,1,68,-1.0,1,1,1,1,11236,1,5,36.0
6,3,1,67,-1.0,1,2,1,1,11237,8,1,38.0
6,3,1,64,-1.0,1,2,1,1,11239,3,4,30.0
2,1,2,69,40000.0,1,1,3,1,11241,8,9,56.0
3,3,1,60,100000.0,1,2,1,1,11243,10,1,37.0
9,3,1,64,-1.0,1,2,1,2,11246,12,9,24.0
3,2,1,65,-1.0,1,2,1,1,11254,1,3,45.0
7,3,1,71,-1.0,1,1,1,1,11260,8,9,32.0
10,2,1,63,20000.0,3,2,1,1,11263,7,1,20.0
9,3,1,62,-1.0,1,2,1,1,11265,10,6,33.0
6,2,1,70,-1.0,1,1,1,1,11266,10,1,30.0
4,3,1,66,20000.0,1,2,1,1,11268,4,2,29.0
3,2,1,64,-1.0,1,2,1,1,11269,3,2,27.0
6,4,1,73,40000.0,1,1,1,1,11272,4,2,25.0
4,3,2,66,-1.0,3,2,1,1,11273,8,1,42.0
4,3,1,73,40000.0,1,1,2,1,11275,3,2,29.0
6,3,1,73,20000.0,1,1,1,1,11276,11,1,27.0
6,3,2,76,-1.0,1,1,5,1,11277,3,9,46.0
2,3,1,75,-1.0,1,1,1,1,11278,8,1,27.0
2,3,2,66,20000.0,4,2,2,1,11281,2,1,23.0
1,2,1,67,-1.0,1,1,1,1,11286,2,1,35.0
3,3,1,65,-1.0,1,2,1,1,11287,9,1,38.0
7,3,1,66,50000.0,1,2,1,1,11293,11,5,42.0
4,3,1,73,-1.0,1,1,1,1,11295,9,3,24.0
2,2,1,70,-1.0,1,1,1,3,11296,6,1,63.0
6,4,2,69,-1.0,1,1,3,1,11298,12,1,27.0
10,3,1,63,40000.0,1,2,1,1,11303,4,4,27.0
3,3,2,68,-1.0,1,1,1,1,11304,8,3,24.0
3,3,1,71,-1.0,1,1,1,1,11310,11,3,51.0
4,3,1,62,-1.0,1,2,1,1,11314,3,6,27.0
6,3,1,67,-1.0,1,2,1,1,11316,8,5,32.0
4,3,1,74,-1.0,1,1,1,1,11317,9,4,29.0
9,3,1,61,-1.0,1,2,5,3,11321,5,9,32.0
6,3,2,67,70000.0,1,1,3,1,11323,5,9,33.0
9,3,1,62,-1.0,1,2,1,1,11325,1,4,31.0
4,3,1,67,-1.0,1,2,1,1,11326,5,1,45.0
2,3,1,73,-1.0,1,1,1,1,11335,8,1,29.0
3,3,2,63,-1.0,1,2,1,1,11339,6,6,35.0
6,3,1,65,-1.0,1,2,1,1,11344,8,4,52.0
3,3,1,69,20000.0,1,1,1,1,11348,12,5,30.0
4,1,1,69,-1.0,1,1,1,1,11350,9,9,22.0
6,2,1,64,50000.0,1,2,1,1,11351,11,5,43.0
6,3,1,61,-1.0,1,2,1,1,11354,3,4,33.0
2,1,1,66,-1.0,4,2,1,1,11355,2,9,61.0
2,3,2,67,-1.0,1,1,2,1,11356,1,2,24.0
8,1,1,63,-1.0,1,2,1,4,11357,6,9,40.0
9,3,2,65,-1.0,1,2,1,1,11360,3,1,24.0
9,3,1,67,150000.0,1,2,1,4,11362,5,9,35.0
2,3,1,65,-1.0,1,2,1,1,11363,2,6,61.0
6,3,1,62,50000.0,1,2,2,1,11364,8,4,29.0
8,3,1,66,-1.0,1,2,1,1,11366,3,3,56.0
3,1,1,73,-1.0,1,1,1,1,11367,10,3,36.0
10,3,1,67,-1.0,1,2,1,4,11368,10,4,35.0
3,3,1,68,-1.0,1,1,1,1,11369,7,2,47.0
4,3,1,72,-1.0,1,1,1,1,11372,2,1,50.0
3,1,2,70,-1.0,1,1,1,1,11375,4,2,32.0
3,3,1,65,-1.0,1,2,1,1,11380,1,9,28.0
6,3,1,73,-1.0,1,1,2,1,11381,5,1,19.0
6,3,1,65,50000.0,1,1,1,1,11382,8,4,30.0
4,3,2,72,-1.0,1,1,1,1,11383,8,6,31.0
6,3,1,72,-1.0,1,1,1,1,11384,2,3,25.0
7,3,1,74,-1.0,1,1,1,1,11386,10,3,44.0
6,3,1,66,-1.0,1,2,1,1,11387,10,1,56.0
4,3,1,74,-1.0,1,1,1,1,11388,6,3,35.0
6,2,1,65,-1.0,1,2,1,1,11394,2,9,52.0
4,3,2,68,20000.0,1,1,1,1,11403,3,6,27.0
5,6,3,77,1000000.0,1,1,5,1,11407,4,4,25.0
3,4,2,72,-1.0,1,1,1,1,11410,5,5,47.0
2,3,1,71,-1.0,1,2,3,1,11412,7,4,29.0
10,1,1,69,-1.0,4,2,1,1,11415,6,4,30.0
9,3,2,69,-1.0,1,2,4,1,11418,4,1,27.0
10,3,1,66,20000.0,1,2,1,1,11419,5,9,25.0
4,3,1,71,30000.0,1,1,1,1,11420,1,4,28.0
5,3,1,64,1000000.0,1,2,1,1,11426,8,1,22.0
4,4,1,75,-1.0,1,1,1,1,11428,5,9,35.0
7,3,1,66,20000.0,4,2,3,1,11430,9,3,29.0
6,3,1,71,-1.0,1,2,1,1,11431,8,3,61.0
6,3,2,72,-1.0,1,1,1,1,11436,8,3,29.0
4,4,1,69,-1.0,1,1,1,1,11437,10,1,31.0
2,2,1,68,-1.0,1,2,1,1,11441,7,6,32.0
9,4,1,67,40000.0,1,2,1,1,11442,10,2,26.0
4,3,1,61,-1.0,1,2,1,1,11443,12,3,37.0
11,1,1,67,-1.0,1,2,1,1,11444,9,9,39.0
3,3,1,64,-1.0,1,2,1,1,11445,6,9,53.0
6,3,2,76,20000.0,1,1,3,4,11447,2,1,28.0
4,3,1,66,-1.0,3,1,1,1,11449,9,9,48.0
2,3,1,66,80000.0,1,2,1,1,11450,7,1,30.0
4,3,2,70,-1.0,1,1,5,1,11451,7,6,26.0
6,2,1,67,-1.0,1,1,1,1,11455,7,4,24.0
6,1,1,68,20000.0,1,1,1,1,11456,4,9,25.0
7,3,1,72,20000.0,1,1,1,1,11458,1,4,23.0
6,3,1,66,30000.0,1,2,3,1,11459,6,9,28.0
3,3,1,66,-1.0,1,1,1,1,11460,7,1,29.0
3,3,1,63,-1.0,1,2,1,1,11461,6,1,42.0
4,3,1,70,-1.0,1,1,1,1,11462,5,2,31.0
3,3,1,72,-1.0,4,1,1,1,11466,8,6,27.0
3,3,1,67,-1.0,1,1,1,1,11469,10,4,22.0
6,1,1,71,-1.0,1,1,3,1,11470,4,3,40.0
3,1,1,70,-1.0,1,1,1,1,11472,6,9,51.0
1,1,1,76,30000.0,1,1,1,1,11476,4,1,23.0
6,4,2,73,20000.0,1,1,2,1,11478,10,9,23.0
6,3,1,68,-1.0,4,1,1,1,11479,4,3,25.0
3,3,1,69,-1.0,3,1,1,1,11480,7,2,23.0
1,4,2,72,-1.0,1,1,5,1,11484,4,2,24.0
4,4,1,68,100000.0,1,1,1,1,11488,5,4,41.0
2,3,1,73,80000.0,1,1,1,1,11489,11,9,31.0
6,3,1,72,80000.0,1,1,1,1,11493,12,5,32.0
3,2,1,63,-1.0,1,2,1,1,11495,8,1,33.0
6,3,1,76,-1.0,1,1,1,1,11497,3,1,37.0
6,1,1,65,-1.0,1,1,1,1,11499,9,2,19.0
3,3,1,68,-1.0,1,1,1,1,11500,9,3,24.0
9,3,1,69,-1.0,3,2,1,3,11504,8,3,25.0
6,3,2,68,70000.0,1,1,3,1,11507,5,2,52.0
4,1,1,73,40000.0,1,1,4,1,11508,7,9,50.0
6,3,1,74,-1.0,1,1,1,1,11510,8,1,30.0
10,3,1,68,20000.0,1,2,1,1,11519,6,1,24.0
4,3,1,70,100000.0,1,1,1,1,11521,8,2,25.0
1,3,2,67,-1.0,3,2,1,1,11523,7,1,32.0
6,3,1,71,-1.0,1,2,1,1,11524,1,3,41.0
6,3,1,69,60000.0,1,1,1,1,11526,7,2,28.0
4,3,2,73,-1.0,1,1,1,1,11530,1,2,24.0
6,4,1,71,100000.0,1,1,3,1,11532,10,6,27.0
7,3,1,74,60000.0,1,1,1,1,11533,6,2,32.0
3,3,1,70,-1.0,1,1,1,1,11536,7,1,48.0
6,3,1,66,-1.0,1,1,1,1,11537,1,3,49.0
6,3,1,73,-1.0,4,1,1,1,11540,6,1,29.0
7,3,1,66,-1.0,1,2,1,1,11546,11,1,25.0
4,3,2,69,-1.0,1,1,2,1,11549,8,9,33.0
6,3,1,72,-1.0,1,1,1,1,11552,6,9,37.0
3,3,1,69,-1.0,1,1,1,1,11554,2,1,27.0
4,3,1,71,-1.0,1,1,3,1,11556,12,2,24.0
2,3,1,63,-1.0,1,2,1,1,11558,8,6,63.0
4,1,1,71,-1.0,1,1,1,1,11559,12,2,27.0
4,3,1,74,-1.0,1,1,1,1,11560,2,1,41.0
6,1,1,59,60000.0,1,2,1,1,11563,1,3,32.0
6,1,1,71,-1.0,1,2,1,1,11565,10,9,55.0
4,3,1,74,-1.0,4,1,1,1,11566,5,1,24.0
10,2,1,70,-1.0,1,2,1,1,11568,2,3,27.0
7,3,1,71,40000.0,1,1,1,1,11570,8,3,30.0
4,3,2,68,-1.0,3,2,1,1,11575,2,4,24.0
6,3,1,74,50000.0,4,1,1,1,11576,10,4,26.0
3,2,1,66,-1.0,1,2,1,1,11577,8,6,27.0
6,2,1,73,-1.0,1,1,1,1,11583,5,9,55.0
3,3,1,72,100000.0,1,1,1,1,11584,7,9,45.0
6,3,1,68,-1.0,1,1,1,1,11588,10,1,24.0
10,2,1,69,-1.0,1,2,1,1,11589,8,5,45.0
3,3,2,64,-1.0,4,1,1,1,11592,6,5,24.0
4,3,1,74,40000.0,4,1,1,1,11594,1,1,26.0
9,3,1,61,-1.0,1,2,1,1,11595,12,3,60.0
6,3,2,75,-1.0,1,1,4,3,11597,2,5,25.0
4,3,1,69,-1.0,4,2,1,1,11600,4,1,24.0
1,4,2,70,-1.0,1,1,3,1,11603,6,9,25.0
4,3,1,72,-1.0,1,1,1,1,11604,11,3,25.0
3,1,1,72,-1.0,1,1,2,1,11608,9,1,25.0
3,1,1,67,-1.0,1,1,1,3,11610,9,1,24.0
1,3,1,66,-1.0,1,1,4,1,11614,8,2,26.0
9,3,2,66,-1.0,3,2,4,1,11615,11,2,25.0
4,3,1,68,100000.0,1,1,1,1,11617,8,4,39.0
4,3,1,72,-1.0,1,1,1,1,11625,3,9,26.0
4,3,1,74,-1.0,4,1,1,1,11628,11,6,25.0
3,2,1,76,-1.0,1,1,1,4,11630,1,2,24.0
3,3,1,68,-1.0,1,1,1,4,11632,4,3,24.0
4,3,1,68,1000000.0,1,1,1,1,11634,6,4,31.0
6,3,1,74,-1.0,1,1,3,3,11635,5,3,27.0
3,2,1,69,-1.0,1,1,1,1,11638,9,3,26.0
3,3,1,74,100000.0,1,1,1,1,11639,1,5,57.0
9,3,1,63,40000.0,1,2,1,1,11643,6,3,26.0
4,3,1,61,-1.0,1,2,5,1,11644,7,9,20.0
2,3,2,73,-1.0,1,1,4,1,11650,9,1,25.0
4,3,2,68,1000000.0,3,1,1,3,11651,1,9,33.0
10,2,1,70,-1.0,4,2,1,1,11661,4,2,24.0
7,3,2,70,20000.0,1,1,1,1,11664,4,2,20.0
5,2,1,75,-1.0,1,1,1,1,11669,7,9,37.0
3,3,1,78,60000.0,1,1,1,1,11670,12,4,26.0
1,3,1,61,-1.0,1,2,1,1,11675,9,1,27.0
4,3,1,65,-1.0,1,1,1,1,11676,12,1,45.0
7,4,1,72,-1.0,1,1,1,3,11679,2,1,40.0
3,3,2,76,-1.0,4,1,1,4,11687,2,2,21.0
4,1,1,74,-1.0,1,1,1,1,11688,12,3,41.0
3,4,1,63,-1.0,1,2,1,1,11689,6,4,43.0
1,2,2,72,20000.0,3,1,1,1,11691,9,2,23.0
3,3,2,75,-1.0,1,1,1,1,11698,7,1,28.0
7,3,1,70,50000.0,1,1,1,1,11702,11,3,39.0
3,3,1,65,70000.0,1,2,1,1,11705,11,2,52.0
6,3,1,62,-1.0,1,2,1,1,11707,7,6,29.0
6,2,2,72,-1.0,1,1,2,1,11710,10,9,38.0
4,1,1,71,-1.0,1,1,1,1,11711,2,1,52.0
6,1,1,74,-1.0,1,1,1,1,11713,12,9,46.0
6,3,1,68,-1.0,1,1,1,1,11719,3,9,42.0
3,3,1,68,150000.0,1,1,1,1,11724,11,2,42.0
3,2,1,69,-1.0,1,1,1,1,11726,6,4,22.0
6,3,1,70,-1.0,1,1,1,3,11730,12,9,33.0
3,3,1,71,-1.0,1,1,1,1,11734,12,1,28.0
12,3,1,62,-1.0,1,2,1,1,11750,9,9,33.0
3,3,1,69,-1.0,1,2,1,1,11752,9,9,35.0
6,1,1,76,-1.0,1,1,1,1,11757,10,9,46.0
7,2,1,74,-1.0,1,1,1,1,11763,10,3,23.0
4,3,1,64,-1.0,1,1,1,1,11765,9,1,23.0
8,3,1,69,-1.0,1,1,1,1,11771,2,3,32.0
6,3,1,66,20000.0,1,1,1,1,11773,8,3,34.0
3,4,2,62,-1.0,1,2,1,1,11775,7,1,26.0
6,3,1,71,-1.0,1,1,1,1,11778,6,3,25.0
6,3,1,70,-1.0,1,1,1,4,11780,12,2,33.0
3,3,1,70,20000.0,1,1,1,1,11786,10,8,37.0
3,3,1,73,150000.0,1,1,1,1,11787,1,6,45.0
4,3,1,68,-1.0,1,1,5,1,11794,10,9,40.0
4,3,1,72,-1.0,1,1,1,1,11796,6,9,28.0
6,2,2,73,-1.0,1,1,1,1,11800,12,9,56.0
4,3,1,70,100000.0,4,2,1,1,11804,6,1,39.0
4,3,1,69,80000.0,1,1,3,1,11806,10,7,26.0
6,3,1,67,-1.0,4,1,1,1,11807,1,1,26.0
4,2,1,70,20000.0,1,1,1,1,11808,12,1,25.0
9,3,1,65,-1.0,1,2,4,1,11810,8,3,32.0
4,3,1,70,-1.0,1,1,1,1,11813,5,9,24.0
3,2,1,64,-1.0,1,2,3,1,11814,10,1,35.0
6,3,1,67,-1.0,1,1,1,1,11815,3,2,29.0
4,3,2,72,20000.0,3,1,2,3,11816,12,1,25.0
6,3,2,70,80000.0,1,1,1,1,11817,10,6,27.0
3,2,1,70,-1.0,4,1,1,1,11819,6,9,43.0
3,3,1,72,-1.0,1,2,1,4,11822,2,9,47.0
6,3,1,68,-1.0,1,1,1,1,11823,7,1,23.0
4,2,2,72,-1.0,4,1,1,1,11824,3,1,43.0
4,2,1,66,20000.0,1,1,1,1,11825,10,1,26.0
12,3,1,72,40000.0,1,1,1,1,11827,1,2,27.0
2,4,1,66,-1.0,1,2,1,1,11828,11,2,28.0
6,4,1,63,30000.0,1,2,1,1,11834,1,1,27.0
3,2,1,67,-1.0,1,2,1,1,11843,4,4,41.0
3,3,1,66,-1.0,1,2,1,1,11846,1,1,38.0
3,3,2,67,-1.0,1,2,1,3,11848,9,1,31.0
6,3,1,66,-1.0,1,2,5,3,11849,10,1,23.0
9,3,2,68,80000.0,1,2,3,1,11851,6,1,41.0
10,3,1,63,-1.0,3,2,1,1,11853,6,5,45.0
3,3,1,72,50000.0,1,1,1,1,11856,9,3,47.0
6,2,1,60,-1.0,3,2,1,1,11858,12,9,33.0
1,3,2,64,-1.0,1,2,1,1,11864,9,1,25.0
6,2,1,69,-1.0,4,1,1,1,11865,12,6,50.0
6,4,3,71,-1.0,1,1,3,1,11866,8,1,21.0
6,3,1,69,20000.0,1,1,4,1,11867,5,9,45.0
10,2,1,68,-1.0,1,2,1,1,11869,1,9,48.0
1,3,2,62,-1.0,1,2,5,1,11874,6,2,22.0
2,4,1,73,40000.0,1,1,4,1,11875,4,2,29.0
6,3,1,61,-1.0,1,2,1,1,11877,9,9,34.0
6,1,1,66,-1.0,1,2,1,1,11880,9,9,60.0
3,3,1,67,80000.0,1,2,1,1,11881,1,4,38.0
4,3,1,69,-1.0,4,1,1,1,11882,3,1,49.0
3,3,1,73,-1.0,1,1,1,1,11883,5,2,23.0
3,2,1,76,60000.0,1,1,1,1,11887,11,1,28.0
6,3,2,66,20000.0,3,2,1,1,11890,12,2,24.0
4,3,1,72,-1.0,1,1,1,1,11892,9,6,35.0
2,3,1,74,-1.0,1,1,1,1,11895,7,6,31.0
6,1,1,68,-1.0,1,2,1,1,11897,3,9,41.0
6,3,1,75,-1.0,4,1,1,1,11901,8,1,27.0
6,3,2,67,-1.0,4,2,3,1,11904,10,2,21.0
4,3,1,68,-1.0,1,1,1,1,11908,6,3,30.0
2,3,1,74,-1.0,4,1,1,1,11909,3,2,39.0
1,1,2,69,-1.0,1,1,1,1,11912,10,6,24.0
4,3,1,74,-1.0,4,1,1,4,11913,11,2,33.0
6,3,1,64,-1.0,4,2,1,1,11917,5,5,42.0
6,3,1,71,50000.0,1,1,1,1,11918,5,2,30.0
6,2,1,63,150000.0,1,2,2,1,11919,10,9,32.0
12,5,2,62,250000.0,1,1,5,1,11920,2,5,28.0
4,3,1,72,-1.0,1,1,1,1,11925,6,4,35.0
4,3,1,61,20000.0,4,1,1,1,11930,4,1,31.0
7,1,3,73,20000.0,1,1,2,1,11935,3,7,41.0
4,3,2,68,-1.0,1,1,1,1,11936,9,6,51.0
6,3,2,61,-1.0,1,2,2,1,11937,3,4,45.0
9,5,3,53,20000.0,1,2,5,1,11938,10,4,57.0
6,3,1,69,-1.0,1,1,1,1,11941,5,3,46.0
3,3,2,69,-1.0,3,1,1,1,11945,11,1,47.0
2,5,2,66,1000000.0,1,2,5,4,11946,7,1,25.0
10,2,1,66,40000.0,1,2,1,1,11949,2,3,56.0
6,2,1,65,-1.0,1,2,1,1,11950,2,3,26.0
4,1,1,71,80000.0,1,1,1,1,11951,12,4,35.0
4,2,1,66,100000.0,1,1,1,1,11956,8,1,29.0
2,3,2,72,-1.0,1,1,3,1,11957,3,2,34.0
2,3,2,65,30000.0,1,2,1,1,11958,12,1,33.0
1,3,1,64,70000.0,1,2,1,1,11962,11,1,32.0
4,3,1,71,-1.0,1,1,1,1,11963,11,1,34.0
6,3,1,74,80000.0,1,1,1,1,11965,12,9,28.0
2,3,1,66,30000.0,4,1,1,1,11969,1,5,28.0
9,3,1,65,-1.0,1,2,1,1,11974,2,4,21.0
6,1,2,73,20000.0,3,1,1,1,11977,3,9,40.0
6,3,2,73,-1.0,1,1,1,1,11981,9,1,26.0
9,4,1,58,20000.0,1,2,1,1,11985,6,2,19.0
3,3,1,66,-1.0,4,1,1,1,11986,10,6,32.0
6,3,1,69,-1.0,3,1,1,1,11990,2,4,32.0
8,2,1,64,-1.0,1,2,1,1,11992,9,2,28.0
4,4,2,65,-1.0,1,2,1,1,11999,4,1,25.0
6,3,1,63,50000.0,1,2,1,1,12000,8,3,27.0
6,3,2,62,-1.0,1,2,1,4,12002,4,2,36.0
3,3,1,63,70000.0,1,2,1,1,12006,2,9,38.0
9,3,1,69,20000.0,1,2,1,1,12007,1,3,20.0
6,2,1,60,-1.0,1,2,1,1,12008,9,4,35.0
2,4,2,67,-1.0,3,1,2,1,12013,4,3,23.0
3,3,1,67,60000.0,1,2,1,1,12015,11,1,44.0
6,1,1,68,-1.0,4,1,1,3,12018,4,5,48.0
4,3,1,67,-1.0,1,1,1,1,12019,7,6,26.0
4,4,2,70,-1.0,1,1,3,1,12020,4,9,39.0
9,3,2,71,-1.0,1,2,1,1,12023,3,1,30.0
4,3,1,74,-1.0,1,1,1,1,12026,11,4,46.0
4,3,2,67,-1.0,1,1,1,4,12028,4,9,31.0
3,3,2,71,-1.0,1,1,1,1,12029,2,1,21.0
4,3,1,67,-1.0,1,1,1,1,12030,9,3,33.0
2,2,1,63,-1.0,1,2,1,1,12039,5,4,55.0
12,3,1,64,-1.0,1,2,1,4,12042,8,1,25.0
9,3,1,66,-1.0,1,2,1,1,12044,2,3,32.0
6,4,2,74,50000.0,1,1,5,1,12045,5,9,24.0
6,3,1,72,-1.0,1,1,1,1,12047,2,3,31.0
3,3,1,70,40000.0,1,1,1,1,12048,1,9,27.0
4,4,1,70,-1.0,4,1,5,1,12049,2,2,29.0
3,3,1,73,-1.0,1,1,1,1,12050,6,1,24.0
6,3,2,75,30000.0,1,1,1,1,12051,8,2,23.0
3,3,1,67,-1.0,3,1,1,1,12054,6,9,42.0
6,2,1,69,-1.0,1,1,1,1,12060,8,9,33.0
7,3,1,70,-1.0,1,1,1,1,12061,5,6,22.0
3,3,1,74,80000.0,4,1,1,1,12071,8,2,50.0
6,3,1,71,-1.0,1,2,5,1,12073,3,9,27.0
2,2,1,68,-1.0,1,2,1,1,12075,1,9,38.0
6,3,1,65,30000.0,1,1,2,1,12076,11,7,24.0
6,4,2,67,-1.0,1,1,1,1,12077,6,1,25.0
2,4,2,73,-1.0,3,1,1,3,12082,11,2,34.0
2,2,1,66,-1.0,1,2,1,1,12083,1,2,26.0
6,2,1,70,-1.0,1,1,1,3,12084,1,2,24.0
2,3,1,67,-1.0,1,2,1,1,12089,10,9,49.0
4,3,1,67,-1.0,1,1,1,1,12090,10,1,23.0
4,3,1,67,-1.0,1,2,1,1,12091,8,1,22.0
4,3,1,68,-1.0,1,1,1,1,12094,4,3,29.0
6,4,2,69,40000.0,1,1,5,1,12095,6,4,27.0
4,3,1,75,-1.0,1,1,1,1,12097,11,2,27.0
6,3,1,71,-1.0,1,2,1,1,12098,10,5,55.0
6,3,1,62,-1.0,1,2,1,1,12105,10,3,27.0
3,3,1,73,100000.0,1,1,1,1,12107,6,2,46.0
